#Stage_Name	Stage_Family	Stage_Manufacturer	Stage_Alt_Name	Length	Length_Flag	Diameter	Diameter_Flag	Launch_Mass	Launch_Mass_Flag	Dry_Mass	Dry_Mass_Flag	Thrust	Thrust_Flag	ThrustSL	ThrustSL_Flag	Duration	Engine	NEng	Class
# Updated 2026 Sep 18 0729:50
NOTS 551	NOTS551             	NOTS	-	  3.0	 	 0.34	 	   0.4	 	      85	 	-	 	-	 	  28.0 	NOTS Mod 551-B	 1	R
THAAD Proto	THAAD               	LMCO	-	  3.8	 	 0.34	 	   0.6	 	-	 	-	 	-	 	-	THAAD	 1	A
THAAD	THAAD               	LMPCO	-	  3.8	 	 0.34	 	   0.6	 	-	 	-	 	-	 	-	THAAD	 1	A
ASROC	HOTROC              	UNK	-	  4.5	 	 0.34	 	   0.4	 	      40	?	      49.0	 	-	 	-	Mk 12 ASROC	 1	A
Kappa 4 Booster	Kappa4              	ISAS	-	  3.3	 	 0.33	 	   0.1	 	-	 	       0.0	 	-	 	   3.0 	Kappa 4 Booster	 1	B
Sandhawk	Sandhawk            	SAND	-	  5.1	 	 0.33	 	   0.7	 	     200	 	      90.0	 	-	 	  14.0 	TE-473	 1	R
Aerobee Booster	AerobeeB            	AJ	-	  1.8	 	 0.33	 	   0.3	 	     140	 	      80.0	 	-	 	   2.5 	AJ60-80	 1	B
VAM Booster	AerobeeB            	AJ	-	  1.8	 	 0.33	 	   0.3	 	     140	 	      80.0	 	-	 	   2.5 	2.5KS18000	 1	B
VAM-17	AerobeeB            	AJ	-	  1.8	 	 0.33	 	   0.3	 	     140	 	      80.0	 	-	 	   2.5 	2.5KS18000	 1	B
VAM-20	AerobeeB            	AJ	-	  1.8	 	 0.33	 	   0.3	 	     140	 	      80.0	 	-	 	   2.5 	2.5KS18000	 1	B
Tramontane	Berenice            	ONERA	-	  2.4	 	 0.33	 	   0.3	 	     124	 	      50.0	?	-	 	   6.7 	SEPR-200	 1	S
ASAS	SM3.TSRM            	THKE	SM-3 TSRM	  0.9	 	 0.33	 	   0.1	?	-	 	       7.0	 	-	 	  15.0 	Mk 136	 1	S
Gradicom 1	Gradicom            	CITED	-	  2.5	 	 0.32	 	   0.4	?	-	 	-	 	-	 	-	Gradicom 1	 1	S
Gradicom 2	Gradicom            	CITED	-	  2.5	?	 0.32	 	   0.2	?	-	 	-	 	-	 	-	Gradicom 2	 1	S
RX-320	RX-320              	LAPAN	-	  4.7	 	 0.32	 	   0.5	 	-	 	      52.0	?	-	 	-	RX-320	 1	L
Jericho II	Belier              	SUD	-	  2.7	 	 0.31	 	   0.3	?	-	 	      20.0	?	-	 	  23.8 	Jericho II	 1	M
Belier	Belier              	SUD	-	  2.9	 	 0.31	 	   0.3	 	     100	 	      20.0	 	-	 	  23.4 	Jericho IV	 1	R
Belier II	Belier              	SUD	-	  2.9	 	 0.31	 	   0.3	 	      80	 	      20.0	 	-	 	  23.4 	Belier II	 1	R
Belier III	Belier              	SUD	-	  2.9	 	 0.31	 	   0.3	 	     100	 	      20.0	 	-	 	  23.4 	Vega	 1	R
RH-300	Belier              	VSSC	-	  2.8	 	 0.31	 	   0.3	 	      79	 	      33.3	 	-	 	  16.0 	RH-300	 1	R
RH-300 Mk II	Belier              	VSSC	-	  3.4	 	 0.31	 	   0.5	 	-	 	      39.1	 	-	 	  20.2 	RH-300-II	 1	R
SB-310	SB-310              	ISAS	-	  5.8	 	 0.31	 	   0.5	 	     190	 	      95.0	 	-	 	   7.4 	SB-310	 1	A
S-310	S-310               	ISAS	S310	  5.0	 	 0.31	 	   0.6	 	     230	 	      80.0	 	-	 	  31.6 	S-310	 1	R
BT-310	S-310               	ISAS	S310	  6.0	?	 0.31	 	   0.6	 	     230	 	      80.0	 	-	 	  31.6 	S-310	 1	R
S-300	S-300               	ISAS	S300	  6.0	?	 0.30	 	   0.5	?	-	 	-	 	-	 	-	S-300	 1	R
LS-A	LS-C                	MHITO?	-	  4.5	 	 0.30	 	   0.3	 	-	 	      10.0	 	-	 	  35.0 	LE-1	 1	R
K10S	K10S                	ISAS	-	  0.5	?	 0.30	 	   0.1	?	-	 	-	 	-	 	-	K10S	 1	S
Nike-46 Sustainer	Ajax                	AJ	-	  6.0	 	 0.30	 	   0.4	 	-	 	      11.4	 	-	 	  21.0 	X21AL-2600	 1	S
Nike-47 Sustainer	Ajax                	AJ	-	  6.0	 	 0.30	 	   0.4	 	-	 	      11.4	 	-	 	  21.0 	21AL-2600	 1	S
Nike-484 Sustainer	Ajax                	AJ	-	  6.0	 	 0.30	 	   0.4	 	-	 	      11.4	 	-	 	  21.0 	21AL-2600	 1	S
Nike-490 Sustainer	Ajax                	AJ	-	  6.0	 	 0.30	 	   0.4	 	-	 	      13.8	 	-	 	  71.0 	Ajax-490	 1	S
Ajax	Ajax                	BELL	-	  4.5	 	 0.30	 	   0.5	 	     372	 	      11.6	 	-	 	  30.0 	Ajax	 1	A
Cluster Stage 3	BabySergeant        	JPL	3xBaby Sergeant	  1.2	 	 0.30	?	   0.1	 	      63	 	      22.0	 	-	 	   6.0 	RTV	 3	S
Bullpup	Bullpup             	THKE	-	  3.0	 	 0.30	?	   0.3	?	-	 	     111.0	 	-	 	-	Aerojet Mk 8	 1	B
AAD St 2	AAD                 	HAL	-	  4.0	?	 0.30	 	   1.0	?	-	 	-	 	-	 	-	-	 1	M
Taepo Dong 1 Stage 3	TD3                 	KPA	-	  1.8	?	 0.30	 	   0.2	 	      50	 	      18.0	 	-	 	  27.0 	TD1	 1	S
Tiny Tim	TTB                 	USN	-	  2.4	 	 0.30	 	   0.3	 	     278	 	     222.0	 	-	 	   0.6 	Tiny Tim	 1	B
MARC 14B1	TTB                 	USN	-	  0.8	 	 0.30	 	   0.1	 	      59	 	      84.0	 	-	 	   0.8 	MARC 14B1	 7	B
Taiga	Taiga	NORDSP	-	  4.5	 	 0.30	 	   0.5	?	-	 	      25.0	 	-	 	-	Hadfield	 1	S
Sonda 2A	Sonda               	AVIB	-	  4.2	 	 0.30	 	   0.3	 	      77	 	      36.0	 	-	 	  20.0 	S-20	 1	R
Sonda 2M	Sonda               	AVIB	-	  2.2	 	 0.30	 	   0.2	 	      69	 	      18.0	 	-	 	  20.0 	S-23	 1	R
VLS-R1	Sonda               	AVIB	-	  2.5	 	 0.30	 	   0.5	?	       0	 	      18.0	 	-	 	  20.0 	S-20	 1	R
VLS-R2	Sonda               	AVIB	-	  3.0	 	 0.30	 	   0.5	?	       0	 	      18.0	 	-	 	  20.0 	S-20	 1	R
VLS-R2 Strapon	Sonda               	AVIB	-	  2.0	 	 0.30	 	   0.5	?	       0	 	      18.0	 	-	 	  20.0 	S-20	 1	R
VLS-R1 Strapon	Sonda               	AVIB	-	  2.0	 	 0.30	 	   0.5	?	       0	 	      18.0	 	-	 	  20.0 	S-20	 1	R
WAC Corporal	WAC                 	JPL/DAC	-	  4.9	 	 0.30	 	   0.3	 	     125	 	       6.7	 	-	 	  45.0 	WAC	 1	S
HOTROC	HOTROC              	NOTS	-	  1.8	 	 0.30	 	   0.1	 	      27	 	      63.2	 	-	 	   4.9 	HOTROC	 1	O
Iris	Iris                	ATLR	-	  4.0	 	 0.30	 	   0.5	 	     112	 	      17.0	 	-	 	  52.0 	MARC 13A1	 1	R
FTI	FTI                 	AVIB	-	  5.0	 	 0.30	 	   0.1	 	       1	 	-	 	-	 	-	FTI	 1	R
RH-300 Booster	Venus               	ISRO	-	  2.0	 	 0.28	 	   0.2	 	      65	 	      37.5	 	-	 	   6.0 	RH-300 Booster	 1	B
Venus	Venus               	SUD	-	  2.0	 	 0.28	 	   0.2	 	      66	 	      44.0	 	-	 	   4.3 	Venus	 1	B
Centenario	Rigel               	IIAE	-	  2.4	 	 0.28	 	   0.2	 	-	 	      39.0	 	-	 	  11.2 	Centenario	 1	R
SS-50	Rigel               	IIAE	-	  2.0	 	 0.28	 	   0.2	 	-	 	-	 	-	 	  18.0 	SS-50 Antares	 1	R
Canopus	Rigel               	IIAE	-	  2.0	 	 0.28	 	   0.2	 	-	 	-	 	-	 	  18.0 	Canopus	 1	R
SpaceLoft XL	SpaceLoft           	UPAE	-	  4.0	?	 0.27	 	   0.2	 	-	 	      45.0	 	-	 	  13.5 	SpaceLoft	 1	R
Spyder St 1	SpaceLoft           	UPAE	-	  4.0	?	 0.27	 	   0.2	 	-	 	      45.0	 	-	 	  13.5 	Spyder-M1	 1	R
Spyder St 2	SpaceLoft           	UPAE	-	  1.0	?	 0.27	?	   0.2	 	-	 	-	 	-	 	-	Spyder-M2	 1	R
Gosling	Gosling             	RORD	-	  3.3	 	 0.26	 	   0.2	 	-	 	     152.0	 	-	 	   2.5 	Gosling	 1	B
Gosling IIN	Gosling             	RORD	-	  3.5	?	 0.26	 	   0.2	?	-	 	     140.0	?	-	 	   3.0 	Gosling	 1	B
Gosling IV	Gosling             	RORD	-	  3.5	?	 0.26	 	   0.3	?	-	 	     140.0	?	-	 	   3.0 	Gosling 4	 1	B
Gosling 4T	Gosling             	RORD	-	  3.6	 	 0.26	 	   0.3	 	      89	 	     137.0	 	-	 	   3.1 	Gosling 4	 1	B
Heron	Gosling             	RORD	-	  3.6	 	 0.26	 	   0.3	 	      72	 	     137.0	 	-	 	   3.1 	Gosling 4	 1	B
Goose	Gosling             	RORD	-	  3.4	 	 0.26	 	   0.3	 	      95	 	      22.0	 	-	 	  17.0 	Goose II	 1	R
Snipe	Gosling             	RORD	-	  2.1	 	 0.26	 	   0.2	 	      58	 	      16.0	 	-	 	  16.0 	Snipe	 1	R
Black Brant IIIA	BB3                 	BAL	BB3	  3.7	 	 0.26	 	   0.3	 	      50	?	      49.0	 	-	 	   9.0 	9KS11000	 1	R
Black Brant IIIB	BB3                 	BAL	BB3B	  3.9	 	 0.26	 	   0.3	 	      50	?	      45.0	 	-	 	  12.0 	12KS10000	 1	R
N2ORTH	Amateur	HYEND	-	  7.0	 	 0.26	 	   0.2	 	-	 	      10.0	 	-	 	-	HyLIGHT	 1	R
DAC Roc	DACRoc              	DAC	-	  3.0	?	 0.25	?	   0.3	?	-	 	      50.0	?	-	 	  10.0 	DACRoc	 1	W
M-100	M-100               	TAIFUN?	-	  3.5	 	 0.25	 	   0.3	 	     110	 	-	 	-	 	   5.0 	M-100	 1	B
M-100 St2	M-100               	TAIFUN?	-	  1.6	 	 0.25	 	   0.1	 	      55	 	-	 	-	 	   4.5 	M-100 St2	 1	S
FFK	FFK                 	ERNO	-	  4.0	?	 0.25	?	   0.3	?	-	 	-	 	-	 	-	FFK	 1	R
HTR	HTR                 	NAMMO	-	 10.0	?	 0.25	 	   0.5	 	-	 	      30.0	 	-	 	  20.0 	HTR	 1	R
CSXT	CSXT                	CSXT	-	  6.4	 	 0.25	 	   0.3	?	      96	 	      71.0	 	-	 	  13.4 	S-50000	 1	R
RX-250-LPN	RX-250              	LAPAN	-	  5.3	 	 0.25	 	   0.3	 	-	 	      52.0	 	-	 	   6.0 	RX-250-LPN	 1	R
K245	K250                	ISAS	-	  1.0	?	 0.25	 	   0.1	 	      40	?	      34.0	 	-	 	   9.3 	K250	 1	R
Kappa 6	K250                	ISAS	-	  2.3	 	 0.25	 	   0.2	 	      40	?	      34.0	 	-	 	   9.3 	K250	 1	R
Kappa 6H	K250                	ISAS	-	  3.6	 	 0.25	 	   0.3	 	      50	?	-	 	-	 	   7.2 	K250H	 1	R
Kappa 8	K250                	ISAS	-	  3.1	 	 0.25	 	   0.3	 	      50	?	      34.0	 	-	 	   9.7 	K250-8	 1	R
K250	K250                	ISAS	-	  4.6	 	 0.25	 	   0.3	 	      50	?	      43.0	 	-	 	   7.6 	K250	 1	R
S-250	K250                	ISAS	-	  2.0	?	 0.25	 	   0.2	?	-	 	-	 	-	 	-	SO-250	 1	R
NAL-25	STA                 	MHITO?	-	  4.0	?	 0.25	 	   0.0	 	-	 	-	 	-	 	-	NAL-25	 1	L
LPR-3T	ISRO-TV             	VSSC	-	  2.0	?	 0.25	?	   0.3	?	-	 	-	 	-	 	-	LPR-3T	 1	L
FTV	ISRO-TV             	VSSC	-	  2.0	?	 0.25	?	   0.3	?	-	 	-	 	-	 	-	-	 1	L
SEGPRO	ISRO-TV             	VSSC	-	  2.0	?	 0.25	?	   0.3	?	-	 	-	 	-	 	-	-	 1	L
CB-250	CB-250              	VSSC	-	  1.0	?	 0.25	 	   0.3	 	-	 	-	 	-	 	-	RH-75	 7	R
Evol GCC	EvoSpace	EVOL	-	  6.0	 	 0.25	 	   0.4	 	-	 	-	 	-	 	-	Evol 1	 1	R
Private A	PrivateA            	JPL	-	  2.3	 	 0.25	 	   0.3	 	     130	 	       4.4	 	-	 	  30.0 	30AS1000	 1	S
Private F	PrivateA            	JPL	-	  2.3	 	 0.25	 	   0.3	 	     130	 	       4.4	 	-	 	  30.0 	30AS1000	 1	S
Rhumi	Rhumi	SZI	-	  3.5	 	 0.25	 	   0.2	 	-	 	       2.5	 	-	 	  20.0 	Rhumi	 1	S
Cygnus 10	10SM                	PARD	-	  0.4	 	 0.25	 	   0.0	 	       1	 	      10.0	 	-	 	   3.2 	Cygnus 10	 1	S
Javelin 3	Javelin             	SDCO	-	  2.6	 	 0.23	 	   0.2	 	-	 	      93.0	 	-	 	-	Javelin 3	 1	R
Hydac	Javelin             	SDCO	-	  3.7	 	 0.23	 	   0.3	 	-	 	      58.7	 	-	 	-	Hydac	 1	R
ILR-33	Bursztyn            	PAI	-	  4.5	 	 0.23	 	   0.2	 	-	 	       4.0	 	-	 	  40.0 	ILR-33	 1	B
MLRS	MLRS                	LMCAM	-	  2.0	 	 0.23	 	   0.3	 	-	 	      53.0	 	-	 	   3.2 	MLRS	 1	B
Mesquito	MLRS                	LMCAM	-	  2.0	 	 0.23	 	   0.3	 	-	 	      53.0	 	-	 	   3.2 	MLRS	 1	W
Mayfly	LongTom             	WRE	-	  3.1	 	 0.23	 	   0.2	 	-	 	      62.0	 	-	 	   3.6 	Mayfly	 1	B
AeroHTV	AeroHTV             	AEROPH	-	  1.7	?	 0.23	 	   0.1	 	-	 	-	 	-	 	-	Loki	 7	B
Recruit	Recruit             	THKE	XM-19	  2.6	 	 0.23	 	   0.2	 	-	 	     156.0	 	-	 	   1.5 	1.5KS35000	 1	B
Recruit 1A	Recruit             	THKE	TE29-1A	  3.1	 	 0.23	 	   0.2	 	      67	 	     132.0	 	-	 	   2.2 	TE-29-1A	 1	B
Yardbird	Recruit             	THKE	-	  2.5	 	 0.23	 	   0.2	 	      29	 	      75.0	 	-	 	   3.4 	Yardbird	 1	B
Tomahawk 1	Tomahawk            	THKE	-	  3.5	 	 0.22	 	   0.2	 	      60	 	      53.0	 	-	 	   9.0 	TE-406	 1	R
Tomahawk	Tomahawk            	THKE	-	  3.5	 	 0.22	 	   0.2	 	      60	 	      53.0	 	-	 	   9.5 	TE-416	 1	R
Kappa 3 Booster	K250                	ISAS	-	  2.5	 	 0.22	 	   0.2	?	-	 	-	 	-	 	-	K220	 1	B
Melanie	Berenice            	ONERA	-	  3.0	 	 0.22	 	   0.1	 	      40	?	      38.0	?	-	 	   4.4 	Melanie	 1	S
Orion-2	IIAE.Orion          	IIAE	-	  3.0	 	 0.21	 	   0.1	 	      55	 	-	 	-	 	  12.0 	Orion-2	 1	R
Orion-1	IIAE.Orion          	IIAE	-	  3.0	?	 0.21	 	   0.1	 	      55	?	-	 	-	 	  12.0 	Orion-1	 1	R
Cedre-4 St1	Cedre               	LRS	-	  3.0	?	 0.21	?	   1.0	?	-	 	     138.0	 	-	 	-	Cedre-4 St1	 1	R
Cedre St2	Cedre.St2           	LRS	-	  2.1	 	 0.21	?	   0.4	?	-	 	      78.0	 	-	 	-	Cedre St2	 1	R
Elan	Belenos             	CFTHB	-	  1.6	 	 0.21	 	   0.1	 	      32	 	-	 	-	 	   2.5 	Agnes	 1	B
Emilie	Belenos             	CFTHB	-	  1.6	 	 0.21	 	   0.1	 	      32	 	-	 	-	 	   2.5 	Emilie	 1	B
Vela	Vela                	WRE	-	  3.1	 	 0.21	 	   0.1	 	      59	 	      26.7	 	-	 	   5.0 	Vela	 1	S
S-210	S-210               	ISAS	S210	  5.1	 	 0.21	 	   0.3	 	-	 	-	 	-	 	  17.0 	S-210	 1	R
TT-210	TT-210              	NASDA	-	  5.3	?	 0.21	 	   0.2	?	-	 	-	 	-	 	-	TT-210	 1	R
Proson St1	Proson              	CITEF	-	  1.5	 	 0.20	 	   0.1	 	-	 	-	 	-	 	-	Proson 1	 1	R
Traveler	Traveler            	USCLA	-	  4.0	 	 0.20	 	   0.1	 	-	 	-	 	-	 	-	Traveler	 1	R
Aftershock	Traveler            	USCLA	-	  4.0	 	 0.20	 	   0.1	 	-	 	-	 	-	 	-	Shockwave	 1	R
Stratos II+	Stratos2            	DARE	-	  7.0	 	 0.20	 	   0.2	 	     100	 	       8.0	 	-	 	  23.0 	DHX-200 Aurora	 1	R
Mimosa	Mimosa              	ONERA	-	  2.6	 	 0.20	 	   0.2	?	      40	?	      33.0	?	-	 	   5.0 	SEPR 685-4	 1	S
RH-200	RH-200              	VSSC	-	  1.4	 	 0.20	 	   0.1	 	-	 	      16.9	 	-	 	   5.7 	RH-200	 1	R
RH-200SV	RH-200              	VSSC	-	  1.4	 	 0.21	 	   0.1	 	      48	 	      16.9	 	-	 	  10.0 	RH-200SV	 1	R
MMR-06	MMR-06              	GMS	-	  2.5	 	 0.20	 	   0.1	 	      20	?	-	 	-	 	   9.0 	MMR-06	 1	W
TT-200	TT-210              	NASDA	-	  5.0	?	 0.20	 	   0.2	?	-	 	-	 	-	 	-	TT-200	 1	R
T-40	T-40                	THKE	T40	  1.4	 	 0.20	 	   0.1	 	      15	 	      13.3	 	-	 	   6.0 	T-40	 1	S
Cirrus I	Cirrus              	DRG	-	  2.0	?	 0.20	 	   0.1	?	-	 	       5.0	 	-	 	-	Cirrus I	 1	R
Cirrus II	Cirrus              	DRG	-	  2.0	?	 0.20	 	   0.1	?	-	 	      18.0	 	-	 	-	Cirrus II	 1	R
Kingfisher	Kingfisher	TMINUS	-	  3.0	?	 0.20	 	   0.1	?	-	 	      25.0	 	-	 	-	Kingfisher	 1	R
Iroquois	Iroquois            	THKE	TE-M-388	  2.7	 	 0.20	 	   0.1	 	      43	 	      24.4	 	-	 	   7.7 	TE-388	 1	R
Meteor 3B Booster	Meteor              	PIHM	-	  1.0	?	 0.20	?	   0.1	 	-	 	-	 	-	 	   2.3 	Meteor-1	 3	B
Shrike	Sparrow             	NWC	-	  2.0	?	 0.20	 	-	 	-	 	-	 	-	 	-	Mk 39	 1	E
Sparrow	Sparrow             	HUMS	Mk 6 Mod 3	  1.3	 	 0.20	 	   0.1	 	-	 	      35.0	 	-	 	   1.8 	1.8KS7800	 1	B
22.6KS1245	Sparrow             	HUMS	-	  1.3	 	 0.20	 	   0.1	 	       5	 	       5.5	 	-	 	  22.6 	22.6KS1245	 1	S
NOTS 8in	NOTS.8in            	NOTS	-	  0.5	 	 0.20	 	   0.0	 	       3	 	       5.1	 	-	 	   5.7 	NOTS 8	 1	S
Petrel	Petrel              	BAJUK	-	  1.8	 	 0.19	 	   0.1	 	      26	 	       4.5	 	-	 	  30.0 	Lapwing	 1	R
Petrel 2	Petrel              	BAJUK	Petrel	  1.8	 	 0.19	 	   0.1	 	      26	 	       4.5	 	-	 	  30.0 	Lapwing	 1	R
Viper V	Viper5              	OSCC	Viper	  2.2	 	 0.18	 	   0.1	 	-	 	      27.0	 	-	 	   5.2 	Viper V	 1	Y
Lobster I	Lobster             	RORD	-	  1.9	 	 0.18	 	   0.0	 	       0	 	      29.0	?	-	 	   2.0 	Lobster	 1	S
Demon	Demon               	RORD?	-	  2.8	 	 0.18	 	   0.0	 	-	 	-	 	-	 	   2.3 	Demon	 1	R
Dorado	Demon               	WRE	-	  3.1	 	 0.18	 	   0.1	 	      66	 	      42.0	 	-	 	   4.1 	Dorado	 1	B
Gun Projectile 7	Gun07               	BRL	-	  1.0	?	 0.18	 	   0.1	 	-	 	-	 	-	 	-	-	 0	R
Astrid	Astrid              	LLNL	-	  1.9	 	 0.17	 	   0.0	 	       8	 	       0.4	 	-	 	  30.0 	MR-125	 4	L
Asp	Asp                 	COOP	-	  2.7	 	 0.17	 	   0.1	 	      18	 	      26.0	 	-	 	   5.3 	RM-1100	 1	R
Asp II	Asp                 	COOP	-	  2.7	 	 0.17	 	   0.1	 	      18	 	      26.0	 	-	 	   3.6 	Asp II	 1	R
Asp III	Asp                 	COOP	-	  2.7	 	 0.17	 	   0.1	 	      18	 	      26.0	 	-	 	   3.3 	Asp III	 1	R
Asp IV	Asp                 	COOP	Asp	  2.8	 	 0.17	 	   0.1	 	       4	 	      12.7	 	-	 	  12.0 	RM-1400	 1	R
Sword	Asp                 	LPC	-	  1.2	 	 0.17	 	   0.1	 	      12	 	      16.0	 	-	 	   3.8 	Sword 3KS5000	 1	B
Kiva	Kiva                	RPI	-	  2.6	 	 0.17	 	   0.1	 	      24	 	      27.0	 	-	 	   5.5 	Kiva 5.5KS6100	 1	B
Kisha	Deacon              	RPI	-	  2.0	 	 0.17	 	   0.1	 	-	 	      21.0	 	-	 	   4.4 	Kisha I 4.4KS4800	 1	B
Cajun	Deacon              	THKE	-	  2.6	 	 0.17	 	   0.1	 	      22	 	      36.0	 	-	 	   3.0 	Cajun	 1	B
Viper I	Viper               	LPC	Viper	  2.7	 	 0.17	 	   0.1	 	      25	 	      24.0	 	-	 	   5.6 	5.6KS5400	 1	S
Viper IC	Viper               	LPC	Viper	  2.7	 	 0.17	 	   0.1	 	      25	 	      24.0	 	-	 	   5.6 	5.6KS5400	 1	S
Viper II	Viper               	LPC	Viper	  2.7	 	 0.17	 	   0.1	 	      25	 	      35.8	 	-	 	   3.8 	3.8KS8040	 1	S
SDC Viper	Viper               	SDCO	Viper IIB	  2.7	 	 0.17	 	   0.1	 	      20	 	      35.8	 	-	 	   3.2 	3.52KS8500	 1	S
Apache	Deacon              	THKE	-	  2.6	 	 0.17	 	   0.1	 	      39	 	      21.0	 	-	 	   6.0 	TE-307	 1	R
Deacon	Deacon              	ABL	-	  2.8	 	 0.15	 	   0.1	 	      24	 	      26.0	 	-	 	   3.0 	X-220	 1	B
Melusine	Monica              	CFTHB	-	  1.9	 	 0.16	 	   0.0	 	      29	 	-	 	-	 	   8.0 	Melusine	 1	S
Melanie 1	Monica              	ATEF	-	  1.1	 	 0.16	 	   0.0	 	-	 	-	 	-	 	-	Melanie	 1	B
Prosper	Monica              	ATEF	-	  1.2	 	 0.16	 	   0.0	 	-	 	-	 	-	 	-	Melanie	 1	R
Lex	Lex                 	SNECMA	-	  2.6	 	 0.16	 	   0.1	 	      20	 	      10.0	 	-	 	  20.0 	MT 27	 1	R
NAL-16	STA                 	MHITO?	-	  3.9	 	 0.17	 	   0.1	 	      40	 	      10.0	 	-	 	  14.0 	NAL-16	 1	L
Kappa 8L	Kappa               	ISAS	-	  2.4	 	 0.16	 	   0.1	 	      20	?	-	 	-	 	   5.3 	K160	 1	R
S-160	S-160               	ISAS	S160	  3.9	 	 0.16	 	   0.1	 	-	 	-	 	-	 	-	S-160	 1	R
S-A	STA                 	MHITO?	-	  2.8	?	 0.16	?	   0.0	 	       7	 	       2.5	 	-	 	-	S-A	 1	L
S-B	STA                 	MHITO?	-	  2.8	 	 0.16	 	   0.1	 	-	 	-	 	-	 	-	S-B	 1	L
S-C	STA                 	MHITO?	-	  2.8	 	 0.16	 	   0.1	 	-	 	-	 	-	 	-	S-C	 1	R
Falcon	Falcon              	THKX	-	  1.0	 	 0.16	 	   0.0	 	       0	 	       0.0	 	-	 	   0.0 	Falcon	 1	S
Hyperion	AMROC               	EAC	-	  5.8	 	 0.15	 	   0.1	 	      46	 	       6.0	 	-	 	  15.0 	Hyperion	 1	L
Atea-1	Atea                	RLABN	-	  3.0	?	 0.15	 	   0.1	 	-	 	       6.9	 	-	 	  14.5 	Atea-1	 1	R
Icarus	Icarus              	ERAU	-	  2.3	 	 0.15	 	   0.0	 	       4	?	      15.8	 	-	 	   6.4 	Icarus	 1	R
Arcon	Arcon               	ATLR	-	  2.5	 	 0.15	 	   0.1	 	      30	 	       4.5	 	-	 	  33.0 	Arcon	 1	R
T-55	T-55                	THKE?	T55	  1.5	 	 0.15	 	   0.0	 	      12	 	      21.0	 	-	 	   1.3 	T-55	 1	S
ZN-1	ZN                  	NUDTC	-	  2.7	?	 0.15	 	   0.1	 	-	 	-	 	-	 	-	ZN-1	 1	R
K150	K150                	ISAS	-	  3.5	 	 0.15	 	   0.1	 	      10	?	      19.0	 	-	 	  15.8 	K150	 1	S
MERA	Mera                	KBPT	-	  1.0	?	 0.15	 	   0.0	 	       0	?	-	 	-	 	-	MERA	 1	Y
AeroHTV Stage 2	AeroHTV2            	AEROPH	-	  1.7	?	 0.15	?	   0.1	 	-	 	-	 	-	 	-	Loki	 4	B
RTV Motor	BabySergeant        	JPL	Baby Sergeant	  1.2	 	 0.15	 	   0.0	 	       5	 	       8.6	 	-	 	   7.6 	RTV	 1	U
Baby Sergeant	BabySergeant        	JPL/GCR	-	  1.2	 	 0.15	 	   0.0	 	       5	 	       8.6	 	-	 	   7.6 	RM-3141	 1	U
Astrobee D	AstrobeeD           	AJSP	-	  2.8	 	 0.15	 	   0.1	 	      20	 	       8.9	 	-	 	  17.0 	Astrobee D	 1	R
Luzou	Luzou               	SEP	-	  0.3	 	 0.15	 	   0.0	 	       3	 	       3.0	 	-	 	   1.7 	Luzou	 1	R
P-Vrbec	Amateur	VRBEC	-	  1.5	?	 0.15	 	   0.0	 	       5	?	-	 	-	 	-	P-Vrbec	 1	B
Sirocco	Sirocco             	SDCO	-	  2.8	 	 0.14	 	   0.1	 	      20	 	-	 	-	 	-	Sirocco	 1	W
Meteo	Meteo               	SUD	-	  3.4	 	 0.15	 	   0.0	 	       0	 	-	 	-	 	-	-	 1	W
MT-135P	MT-135              	NISST	-	  3.3	 	 0.14	 	   0.0	 	-	 	      12.0	 	-	 	  10.5 	MT-135	 1	W
Ivanov	Ivanov              	FIAN	-	  1.0	 	 0.14	 	   0.1	?	-	 	-	 	-	 	-	-	 1	W
Ivanov Booster	Ivanov              	FIAN	-	  0.4	?	 0.14	 	   0.1	?	-	 	-	 	-	 	-	-	 1	W
GammaCen Booster	GammaCen            	IIAE	-	  0.8	 	 0.13	 	   0.0	 	-	 	-	 	-	 	-	-	 1	R
Emma Booster	Emma                	MATRA	-	  0.8	 	 0.13	 	   0.0	 	      13	 	      14.8	?	-	 	   1.0 	SEPR P191	 1	B
Theodore	Monica              	ATEF	-	  0.8	 	 0.13	 	   0.0	 	-	 	       1.8	 	-	 	  10.0 	Theodore	 1	S
Oreste	Monica              	ATEF	-	  0.5	 	 0.13	 	   0.0	 	-	 	       0.9	 	-	 	   8.0 	Oreste	 1	S
Emma	Emma                	MATRA	-	  1.7	 	 0.13	 	   0.1	 	      11	 	       1.4	?	-	 	  37.0 	SEPR P163	 1	W
HALO	HALO                	HAL5	-	  1.6	 	 0.13	 	   0.0	 	      10	 	       0.2	 	-	 	-	HALO	 1	R
Martlet 1	Gun16               	SRCI	-	  1.5	 	 0.13	 	   0.2	 	     170	 	       0.0	 	-	 	   0.0 	-	 0	R
Martlet 2	Gun16               	SRCI	-	  1.5	 	 0.13	 	   0.2	 	     170	 	       0.0	 	-	 	   0.0 	-	 0	R
Martlet 3A	Gun16               	SRCI	-	  1.5	 	 0.13	 	   0.2	 	     170	 	       0.0	 	-	 	   0.0 	-	 0	R
Martlet 3B	Gun16               	SRCI	-	  1.5	 	 0.13	 	   0.2	 	     170	 	       0.0	 	-	 	   0.0 	-	 0	R
Gun Projectile 5	Gun05               	BRL	-	  1.0	?	 0.13	 	   0.1	 	-	 	-	 	-	 	-	-	 0	R
